sample	CM_UNINA_FFOOD__FFOOD_223	CM_UNINA_FFOOD__FFOOD_224	CM_UNINA_FFOOD__FFOOD_226	CM_UNINA_FFOOD__FFOOD_227	CM_UNINA_FFOOD__FFOOD_228	CM_UNINA_FFOOD__FFOOD_229	CM_UNINA_FFOOD__FFOOD_230	CM_UNINA_FFOOD__FFOOD_231	CM_UNINA_FFOOD__FFOOD_237	CM_UNINA_FFOOD__FFOOD_238	CM_UNINA_FFOOD__FFOOD_239	CM_UNINA_FFOOD__FFOOD_241	CM_UNINA_FFOOD__FFOOD_242	CM_UNINA_FFOOD__FFOOD_243	CM_UNINA_FFOOD__FFOOD_244	CM_UNINA_FFOOD__FFOOD_245	CM_UNINA_FFOOD__FFOOD_246	CM_UNINA_FFOOD__FFOOD_247	CM_UNINA_FFOOD__FFOOD_248	CM_UNINA_FFOOD__FFOOD_249	CM_UNINA_FFOOD__FFOOD_250	CM_UNINA_FFOOD__FFOOD_251	CM_UNINA_FFOOD__FFOOD_252	CM_UNINA_FFOOD__FFOOD_253	CM_UNINA_FFOOD__FFOOD_254	CM_UNINA_FFOOD__FFOOD_255	CM_UNINA_FFOOD__FFOOD_256	CM_UNINA_FFOOD__FFOOD_257	CM_UNINA_FFOOD__FFOOD_258	CM_UNINA_FFOOD__FFOOD_259	CM_UNINA_FFOOD__FFOOD_260	CM_UNINA_FFOOD__FFOOD_261	CM_UNINA_FFOOD__FFOOD_262	CM_UNINA_FFOOD__FFOOD_263	CM_UNINA_FFOOD__FFOOD_264	CM_UNINA_FFOOD__FFOOD_265	CM_UNINA_FFOOD__FFOOD_266	CM_UNINA_FFOOD__FFOOD_267	CM_UNINA_FFOOD__FFOOD_268	CM_UNINA_FFOOD__FFOOD_269	CM_UNINA_FFOOD__FFOOD_270	CM_UNINA_FFOOD__FFOOD_271	CM_UNINA_FFOOD__FFOOD_272	CM_UNINA_FFOOD__FFOOD_273	CM_UNINA_FFOOD__FFOOD_274	CM_UNINA_FFOOD__FFOOD_275	CM_UNINA_FFOOD__FFOOD_276	CM_UNINA_FFOOD__FFOOD_277	CM_UNINA_FFOOD__FFOOD_278	CM_UNINA_FFOOD__FFOOD_279	CM_UNINA_FFOOD__FFOOD_280	CM_UNINA_FFOOD__FFOOD_281	CM_UNINA_FFOOD__FFOOD_282	CM_UNINA_FFOOD__FFOOD_283	CM_UNINA_FFOOD__FFOOD_284	CM_UNINA_FFOOD__FFOOD_285	CM_UNINA_FFOOD__FFOOD_286	CM_UNINA_FFOOD__FFOOD_287	CM_UNINA_FFOOD__FFOOD_288	CM_UNINA_FFOOD__FFOOD_289	CM_UNINA_FFOOD__FFOOD_290	CM_UNINA_FFOOD__FFOOD_291	CM_UNINA_FFOOD__FFOOD_292	CM_UNINA_FFOOD__FFOOD_294	CM_UNINA_FFOOD__FFOOD_295	CM_UNINA_FFOOD__FFOOD_296	CM_UNINA_FFOOD__FFOOD_297	CM_UNINA_FFOOD__FFOOD_298	CM_UNINA_FFOOD__FFOOD_299	CM_UNINA_FFOOD__FFOOD_300	CM_UNINA_FFOOD__FFOOD_304	CM_UNINA_FFOOD__FFOOD_306	CM_UNINA_FFOOD__FFOOD_307	CM_UNINA_FFOOD__FFOOD_308	CM_UNINA_FFOOD__FFOOD_309	CM_UNINA_FFOOD__FFOOD_310	CM_UNINA_FFOOD__FFOOD_311	CM_UNINA_FFOOD__FFOOD_312	CM_UNINA_FFOOD__FFOOD_313	CM_UNINA_FFOOD__FFOOD_314	CM_UNINA_FFOOD__FFOOD_317	CM_UNINA_FFOOD__FFOOD_318	CM_UNINA_FFOOD__FFOOD_319	CM_UNINA_FFOOD__FFOOD_320	CM_UNINA_FFOOD__FFOOD_321	CM_UNINA_FFOOD__FFOOD_322	CM_UNINA_FFOOD__FFOOD_323	CM_UNINA_FFOOD__FFOOD_324	CM_UNINA_FFOOD__FFOOD_325	CM_UNINA_FFOOD__FFOOD_326	CM_UNINA_FFOOD__FFOOD_327	CM_UNINA_FFOOD__FFOOD_328	CM_UNINA_FFOOD__FFOOD_329	CM_UNINA_FFOOD__FFOOD_330	CM_UNINA_FFOOD__FFOOD_331	CM_UNINA_FFOOD__FFOOD_332	CM_UNINA_FFOOD__FFOOD_333	CM_UNINA_FFOOD__FFOOD_334	CM_UNINA_FFOOD__FFOOD_335	CM_UNINA_FFOOD__FFOOD_336	CM_UNINA_FFOOD__FFOOD_337	CM_UNINA_FFOOD__FFOOD_338	CM_UNINA_FFOOD__FFOOD_339	CM_UNINA_FFOOD__FFOOD_340	CM_UNINA_FFOOD__FFOOD_341	CM_UNINA_FFOOD__FFOOD_342	CM_UNINA_FFOOD__FFOOD_343	CM_UNINA_FFOOD__FFOOD_344	CM_UNINA_FFOOD__FFOOD_345	CM_UNINA_FFOOD__FFOOD_346	CM_UNINA_FFOOD__FFOOD_347	CM_UNINA_FFOOD__FFOOD_348	CM_UNINA_FFOOD__FFOOD_349	CM_UNINA_FFOOD__FFOOD_350	CM_UNINA_FFOOD__FFOOD_351	CM_UNINA_FFOOD__FFOOD_352	CM_UNINA_FFOOD__FFOOD_353	CM_UNINA_FFOOD__FFOOD_355	CM_UNINA_FFOOD__FFOOD_356	CM_UNINA_FFOOD__FFOOD_357	CM_UNINA_FFOOD__FFOOD_358	CM_UNINA_FFOOD__FFOOD_359	CM_UNINA_FFOOD__FFOOD_361	CM_UNINA_FFOOD__FFOOD_363	CM_UNINA_FFOOD__FFOOD_364	CM_UNINA_FFOOD__FFOOD_366	CM_UNINA_FFOOD__FFOOD_367	CM_UNINA_FFOOD__FFOOD_368	CM_UNINA_FFOOD__FFOOD_369	CM_UNINA_FFOOD__FFOOD_370	CM_UNINA_FFOOD__FFOOD_371	CM_UNINA_FFOOD__FFOOD_372	CM_UNINA_FFOOD__FFOOD_373	CM_UNINA_FFOOD__FFOOD_374	CM_UNINA_FFOOD__FFOOD_375	CM_UNINA_FFOOD__FFOOD_377	CM_UNINA_FFOOD__FFOOD_378	CM_UNINA_FFOOD__FFOOD_380	CM_UNINA_FFOOD__FFOOD_381	CM_UNINA_FFOOD__FFOOD_382	CM_UNINA_FFOOD__FFOOD_383	CM_UNINA_FFOOD__FFOOD_384	CM_UNINA_FFOOD__FFOOD_385	CM_UNINA_FFOOD__FFOOD_386	CM_UNINA_FFOOD__FFOOD_387	CM_UNINA_FFOOD__FFOOD_388	CM_UNINA_FFOOD__FFOOD_389	CM_UNINA_FFOOD__FFOOD_390	CM_UNINA_FFOOD__FFOOD_391	CM_UNINA_FFOOD__FFOOD_392	CM_UNINA_FFOOD__FFOOD_393	CM_UNINA_FFOOD__FFOOD_394	CM_UNINA_FFOOD__FFOOD_395	CM_UNINA_FFOOD__FFOOD_396	CM_UNINA_FFOOD__FFOOD_397	CM_UNINA_FFOOD__FFOOD_398	CM_UNINA_FFOOD__FFOOD_399	CM_UNINA_FFOOD__FFOOD_400	CM_UNINA_FFOOD__FFOOD_401	CM_UNINA_FFOOD__FFOOD_402	CM_UNINA_FFOOD__FFOOD_403	CM_UNINA_FFOOD__FFOOD_404	CM_UNINA_FFOOD__FFOOD_405	CM_UNINA_FFOOD__FFOOD_406	CM_UNINA_FFOOD__FFOOD_407	CM_UNINA_FFOOD__FFOOD_408	CM_UNINA_FFOOD__FFOOD_409	CM_UNINA_FFOOD__FFOOD_410	CM_UNINA_FFOOD__FFOOD_411	CM_UNINA_FFOOD__FFOOD_412	CM_UNINA_FFOOD__FFOOD_413	CM_UNINA_FFOOD__FFOOD_414	CM_UNINA_FFOOD__FFOOD_415	CM_UNINA_FFOOD__FFOOD_416	CM_UNINA_FFOOD__FFOOD_417	CM_UNINA_FFOOD__FFOOD_418	CM_UNINA_FFOOD__FFOOD_419	CM_UNINA_FFOOD__FFOOD_420	CM_UNINA_FFOOD__FFOOD_421	CM_UNINA_FFOOD__FFOOD_422	CM_UNINA_FFOOD__FFOOD_423	CM_UNINA_FFOOD__FFOOD_424	CM_UNINA_FFOOD__FFOOD_425	CM_UNINA_FFOOD__FFOOD_426	CM_UNINA_FFOOD__FFOOD_427	CM_UNINA_FFOOD__FFOOD_428	CM_UNINA_FFOOD__FFOOD_429	CM_UNINA_FFOOD__FFOOD_430	CM_UNINA_FFOOD__FFOOD_431	CM_UNINA_FFOOD__FFOOD_432	CM_UNINA_FFOOD__FFOOD_8C_M2	CM_UNINA_FFOOD__FFOOD_8D_M2	CM_UNINA_FFOOD__FFOOD_8_M2	CM_UNINA_FFOOD__FFOOD_9C_M2	CM_UNINA_FFOOD__FFOOD_9D_M2	CM_UNINA_FFOOD__FFOOD_9_M2	CM_UNINA_FFOOD__FFOOD_M8-M	CM_UNINA_FFOOD__FFOOD_M8C-M	CM_UNINA_FFOOD__FFOOD_M8D-M	CM_UNINA_FFOOD__FFOOD_M9-M	CM_UNINA_FFOOD__FFOOD_M9C-M	CM_UNINA_FFOOD__FFOOD_M9D-M
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337|t__SGB11337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__GGB71779|s__GGB71779_SGB98746|t__SGB98746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pullicarnis|t__SGB81588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_salmonicida|t__SGB9951	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93168	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01487	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_durrellii|t__SGB94573	0.0	0.0	0.0	0.0546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13475	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4290	0.03285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4816	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12450	0.0	0.00927	0.0	0.0	0.0	0.0	0.01725	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0207	0.01178	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_olei|t__SGB11645	0.0	0.0	0.0	0.11499	0.00683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_7_1|t__SGB16941	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
